name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money,,,,,
 泥螺-日光性皮炎,,,儿童和青年易发,无传染性,,皮肤性病科  皮肤科,尿卟啉,暴晒后的皮肤损害 乏力,头痛 腹痛,药物治疗 支持性治疗,咪康唑氯倍他索乳膏 曲安奈德益康唑乳膏,3个月,50%,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,,,,,
 黏多糖贮积症Ⅰ型,,,无特发人群,无传染性,,内科  风湿免疫科,尿常规,鼻梁平塌 齿龈肥厚,肺动脉高压 肺炎,支持性治疗 康复治疗,,6个月,20%,根据不同医院，收费标准不一致，市三甲医院约（8000——14000元）,,,,,
 脑型血吸虫病,,,多见于年轻人,寄生虫传染,,外科  神经外科,血常规,抽搐 癫痫和癫痫样发作,癫痫,药物治疗 支持性治疗,马洛替酯片 吡喹酮片,30天,60%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,,,,,
 黏多糖贮积症Ⅱ型,,,男性。,无传染性,,内科  风湿免疫科,尿常规,耳聋 腹泻,慢性腹泻 肺动脉高压,支持性治疗 康复治疗,,终身间歇性治疗,无法根治，多以对症治疗为主,根据不同医院，收费标准不一致,,,,,
 尿毒症性心肌病,,,无特发人群,无传染性,,内科  心内科,心电图,心律失常 心力衰竭,心力衰竭 心律失常,药物治疗 支持性治疗,健心片 三磷酸腺苷二钠片,3个月,40%,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,,,,,
 镍皮炎,,,无特发人群,无传染性,,皮肤性病科  皮肤科,皮损,斑丘疹 瘙痒,荨麻疹,药物治疗 支持性治疗,咪康唑氯倍他索乳膏 曲安奈德益康唑乳膏,8-12周,70%,根据不同医院，收费标准不一致，市三甲医院约（1000——2000元）,,,,,
 钡中毒,,,无特定人群,无传染性,,急诊科,心电图,腹泻 呼吸衰竭,心脏损伤,及时洗胃 药物治疗...,布美他尼片 十一味金色丸,1-3个月,85%,根据不同病情，不同医院，收费标准不一致，市三甲医院约（5000——8000元）,,,,,
 变形杆菌食物中毒,,,无特定人群,无传染性,,急诊科,便常规,腹痛伴恶心、呕吐 恶心,脱水 休克,药物治疗 支持性治疗,(奥松)肚痛泻丸 二十五味马宝丸,2-4周,90%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）,,,,,
 铋中毒,,,无特定的人群,无传染性,,急诊科,尿常规,对铋盐过敏 多发性神经炎,便秘 腹泻,药物治疗 支持性治疗,布美他尼片 十一味金色丸,2--5周,10%--30%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）,,,,,
 蓖麻子中毒,,,无特定人群,无传染性,,急诊科,血液生化六项检查,蓖麻子便中常见... 腹泻,心力衰竭,药物治疗 支持性治疗,布美他尼片 十一味金色丸,2-4周,90%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）,,,,,
 丙型病毒性肝炎,,,无特定的人群,血液传播，性生活和母婴传染,,内科  消化内科,丙型肝炎RNA,肝功检查胆红素... 肝部疼痛,脂肪肝 肝硬化,药物治疗,胸腺肽肠溶片 肌苷片,需要终身治疗,90%,根据不同医院，收费标准不一致，市三甲医院约（10000——30000元）,,,,,
 巴特综合征,,,常见于儿童期,无传染性,,内科  肾内科,尿钾,颤抖 肠麻痹,维生素D缺乏病,药物治疗 支持性治疗,门冬氨酸钾镁片 氯化钾缓释片,1-2年,55%,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,,,,,
 臂丛神经痛,,,无特定人群,无传染性,,内科  神经内科,肌电图,肌痛 肩部运动受限,颈椎病,康复治疗 支持性治疗,普瑞巴林胶囊 阿司匹林肠溶胶囊,2-4月,85%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 表皮内嗜中性...,,,好发于成年男性,无传染性,,皮肤性病科  皮肤科,皮肤涂片显微镜检查,结痂 脓疱,多形红斑,药物治疗 支持治疗,醋酸泼尼松龙片 泼尼松龙片,3-6月,45%,根据不同医院，收费标准不一致，市三甲医院约（3000——20000元）,,,,,
 贲门癌,,,好发于老年人,无传染性,,肿瘤科  肿瘤内科,食管造影,腹部不适 贫血貌,胃肠道癌转移卵巢 胃肠道癌皮肤转移,手术治疗 药物治疗...,去甲斑蝥素片 抗癌平丸,1-2个月,1.30%,根据不同医院，收费标准不一致，市三甲医院（30000——50000元）,,,,,
 白细胞葡萄糖...,,,无特定的人群,无传染性,,内科  血液科,中性粒细胞杀菌试验,感染诱发昏迷 肉芽肿,尿路真菌感染,药物治疗 支持性治疗,盐酸左氧氟沙星片 维生素B4片,3-6个月,75%,根据不同医院，收费标准不一致，市三甲医院约（5000——12000元）,,,,,
 包茎,,,好发于成年男性,无传染性,,男科,尿常规,包皮粘连 多尿,包皮龟头炎,手术治疗,盐酸左氧氟沙星胶囊 马来酸氯苯那敏片,2-4周,手术治疗，治愈率100%,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,,,,,
 闭经,,,好发于青年女性,无传染性,,妇产科  妇科,尿孕酮(P),运动性闭经 垂体性闭经,卵巢早衰,药物治疗 支持性治疗...,黄体酮胶囊 止痛化癥片,2-4个月,75%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 白细胞减少症...,,,无特定的人群,无传染性,,内科  血液科,抗中性粒细胞抗...,头晕 乏力,水肿 败血症,药物治疗 支持性治疗,心脑健片 参芪十一味颗粒,1-2个月,70-80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 白血病性咽峡炎,,,无特定的人群,无传染性,,内科  血液科,骨髓象分析,低热 继发感染,溃疡病出血,药物治疗 支持性治疗,硫唑嘌呤片 乌苯美司胶囊,15天,68%,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,,,,,
 白血病,,,无特定人群,无传染性,,内科  血液科,骨髓象分析,眉毛外侧脱落稀疏而细 耳壳的干性坏死,败血症,药物治疗 支持性治疗,硫唑嘌呤片 乌苯美司胶囊,3-5年,50%-70%,根据不同医院，收费标准不一致，市三甲医院约（50000-100000元）,,,,,
 便秘,,,好发于老年人,无传染性,,内科  消化内科,直肠指检,便鲜红血呈点滴... 大便干结呈算盘珠状,肛裂 心绞痛,药物治疗如泻药、促动力...,臌症丸,30-60天,75%,根据不同医院，收费标准不一致，市三甲医院约（300-1000元）,,,,,
 贲门失弛缓症,,,无特定人群,无传染性,,内科  消化内科,补体结合试验,气急 干咳,肺炎 肺脓肿,药物治疗 手术治疗 康复治疗,,7-10天,70%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,,,,,
 Barrett食管,,,无特定的人群,无传染性,,内科  消化内科,脱落细胞检查,便血 烧心,食管狭窄,药物治疗 康复治疗 手术治疗,奥美拉唑肠溶胶囊 盐酸雷尼替丁胶囊,1-2年,外科手术治愈率约为65%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）,,,,,
 苯中毒,,,多见于制鞋工人及接触化工染料的工人,无传染性,,急诊科,血常规,步态不稳 恶心,贫血,药物治疗 支持性治疗,布美他尼片 十一味金色丸,根据不同病情一般为2-4周,75%,根据不同病情，不同医院，收费标准不一致，市三甲医院约（5000——8000元）,,,,,
 疱疹性咽峡炎,,,多见于婴幼儿,有传染性,,内科  呼吸内科,补体结合试验,淋巴结肿大 惊厥,急性鼻炎 肺炎,口腔护理...,小儿咽扁颗粒 利巴韦林含片,1-2周,98%,根据不同医院，收费标准不一致，市三甲医院约（500-2000）,,,,,
 变应性血管炎,,,好发于儿童及青年女性,无传染性,,外科  普外科,血液生化六项检查,乏力 腹痛,腹痛 便血,药物治疗,醋酸泼尼松片 马来酸氯苯那敏片,2-4年,绝大多数均可治愈,根据不同医院，病情的严重程度，收费标准不一致,,,,,
 柏-查综合征,,,无特定人群,无传染性,,内科  消化内科,腹部CT,静脉曲张 腹痛,静脉炎,介入治疗、肝移植治疗、...,蹄鞘胶囊,1-3个月,55%,根据不同医院，收费标准不一致,,,,,
 病态窦房结综合征,,,40岁以上人群,无传染性,,内科  心内科,心电图,心动过缓 记忆力障碍,失眠症 休克,药物治疗 支持性治疗,心宝丸 参仙升脉口服液,1-2个月,70%,根据不同医院，收费标准不一致，市三甲医院约(3000——5000元),,,,,
 瘢痕性脱发,,,无特定的人群,无传染性,,皮肤性病科  皮肤科,涂片,脱发 普秃,斑秃,药物治疗 物理治疗 心理治疗,非那雄胺片 荣发胶囊,3个月,病变范围小于25%的患者有很高的自愈率。病变范围越广，预后越差,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,,,,,
 Brenne...,,,常见于15岁以下的儿童,无传染性,,内科  消化内科,腹部平片,右下腹痛 腹痛,肠套叠 腹膜后淋巴结炎,对症治疗 药物治疗 康复治疗,,4-6周,52%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 巴瑞特综合征,,,多见于中老年男性,无传染性,,内科  消化内科,食管钡餐透视,胸骨后疼痛 恶心与呕吐,溃疡病出血,药物治疗 康复治疗...,奥美拉唑肠溶胶囊 盐酸雷尼替丁胶囊,3个月,50%,根据不同医院，收费标准不一致,,,,,
 半乳糖血症,,,好发于小儿,无传染性,,内科  消化内科,α-D-半乳糖...,黄疸 腹泻,黄疸 腹水,支持性治疗 饮食治疗,甘草锌胶囊 吡拉西坦片,长期,1%,根据不同医院，收费标准不一致，市三甲医院约（5000-20000元）,,,,,
 暴发性肝功能衰竭,,,无特定的人群,不确定，如为病毒性则有传染性,,内科  消化内科,阿-曼氏试验,呃逆 肠麻痹,脾功能亢进 低血糖症,药物治疗 支持疗法 康复治疗,肝复康丸 辅酶Q10胶囊,2-4周,75%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 气瘿,,,无特定人群,无传染性,,中医科  中医综合,游离甲状腺素（...,呼吸困难 甲状腺肿,散发性甲状腺肿,药物治疗 支持治疗 手术治疗,左甲状腺素钠片 夏枯草膏,2-4周,90%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 气秘,,,无特定人群,无传染性,,中医科  中医综合,胃肠道CT检查,嗳气 便秘,便秘,药物治疗 支持治疗,臌症丸,3-6周,90%,根据不同医院，收费标准不一致，市三甲医院约（100——300元）,,,,,
 曲霉球,,,无特定人群,无传染性,,内科  呼吸内科,支气管造影,脓肿 咯血,胸膜炎,手术治疗 药物治疗...,伊曲康唑胶囊 伏立康唑片,10-30天,65%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 躯体感染伴发...,,,无特定人群,无传染性,,精神科,血常规,易激惹 注意力不集中,抑郁症 精神分裂症,心理治疗 药物治疗,氟哌啶醇片 奋乃静片,1--3个月,30%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 病毒性肺炎,,,儿童、免疫抑制药物使用者、艾滋病患者,人与人飞沫传染,,内科  呼吸内科,胸部平片,头痛 干咳,细菌性肺炎 心肌炎,对症治疗...,利巴韦林分散片 利巴韦林片,1--2周,96%,根据不同医院，收费标准不一致，省市三甲医院约（1000-5000元）,,,,,
 全身性红斑狼疮,,,好发于青年女性,无传染性,,内科  风湿免疫科,抗RNP抗体,白细胞减少 败血症,尿毒症 肺炎,药物治疗 支持性治疗,硫唑嘌呤片 胸腺肽肠溶片,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 强直性脊柱炎...,,,无特定人群,无传染性,,内科  风湿免疫科,类风湿因子,巩膜外层炎 葡萄膜炎,结膜炎 前葡萄膜炎,药物治疗 支持性治疗,复方硫酸新霉素滴眼液 双氯芬酸钠滴眼液,1-2个月,20%,根据不同医院，收费标准不一致，市三甲医院约（2000 —— 10000元）,,,,,
 侵袭性婴儿纤维瘤病,,,新生儿或1岁内婴儿,无传染性,,肿瘤科  肿瘤外科,免疫病理检查,表皮角化 面部血管纤维瘤,婴儿肌纤维瘤病,药物治疗 支持性治疗,,1-3个月,85%(外科手术治疗),根据不同医院，收费标准不一致，市三甲医院约（20000 —— 70000元）,,,,,
 青少年及小儿...,,,女性,无传染性,,妇产科  妇科,涂片,急腹症 阴道出血,尿路感染 水肿,药物治疗 支持性治疗,氟尿嘧啶注射液 消癌平片,3-6个月,外科手术治愈率约为75%,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,,,,,
 青少年及小儿...,,,女性婴幼儿,无传染性,,妇产科  妇科,肛门指检,阴道黏膜膨胀 肾盂积水,呼吸衰竭 尿毒症,药物治疗 支持性治疗,氟尿嘧啶注射液 消癌平片,1-3周,80%,根据不同医院，收费标准不一致，市三甲医院约（7000-10000元）,,,,,
 青春期功能失...,,,女性,无传染性,,妇产科  妇科,血常规,停经 阴道持续中量流血,贫血,药物治疗 支持性治疗,黄体酮胶囊 独一味颗粒,4-6周,85%,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,,,,,
 青年人中的成...,,,无特定人群,无传染性,,内科  内分泌科,肾功能检查,多尿 血糖升高,糖尿病肾病 视网膜病变,药物治疗 支持性治疗,抗饥消渴片 蜂胶片,3个月,40%,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,,,,,
 青年性驼背,,,青少年,无传染性,,外科  骨外科,脊柱触诊,剧痛 驼背,骨关节炎,支持性治疗 康复治疗...,,1-2个月,70%,根据不同医院，收费标准不一致，市三甲医院约（200——1000元）,,,,,
 病毒性心肌炎,,,无特定的人群,无传染性,,内科  心内科,心电图,心尖搏动弥散 肌肉酸痛,心律失常 心力衰竭,药物治疗...,心速宁胶囊 复方二氯醋酸二异丙胺片,3-6个月,70%,根据不同医院，收费标准不一致,,,,,
 青年心肌梗死,,,40岁以下的青年,无传染性,,内科  心内科,酶学检查,心肌梗死 猝死,心力衰竭 休克,药物治疗 支持性治疗,单硝酸异山梨酯胶囊 辛伐他汀片,2-4月,70%,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 30000元）,,,,,
 青年上肢远端肌萎缩,,,青年,无传染性,,内科  神经内科,肌电图,感觉障碍 肌肉的失用性萎缩,青年上肢远端肌萎缩,药物治疗 支持性治疗,利鲁唑片 三磷酸腺苷二钠注射液,6-12个月,对症治疗为主，根治率约为35%,根据不同医院，收费标准不一致，市三甲医院约（6000 —— 10000元）,,,,,
 丘疹性荨麻疹,,,婴幼儿,无传染性,,皮肤性病科  皮肤科,皮损,皮疹 麻疹面容,喉炎 心肌炎,药物治疗 支持治疗,无极膏 祛风止痒口服液,3-6周,95%,根据不同医院，收费标准不一致，市三甲医院约1000--5000元,,,,,
 嵌顿性腹股沟斜疝,,,无特定人群,无传染性,,外科  普外科,直肠指检,腹壁切口处有肿物突出 恶心,肠梗阻 急性弥漫性腹膜炎,手术治疗 支持治疗,小儿暖脐膏 十香暖脐膏,7-10天,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 前列腺脓肿,,,男性,无传染性,,外科  泌尿外科,前列腺液颜色,尿道口粘连 血尿,肛管直肠周围脓肿,药物治疗 支持性治疗,氧氟沙星片 金刚片,治疗周期21天,治愈率84%,根据不同医院，收费标准不一致，市三甲医院约（7000 —— 10000元）,,,,,
 曲霉病,,,无特定人群,外源性感染,,传染科,真菌培养检查,畏寒 咯血,支气管扩张 大咯血,药物治疗 支持性治疗,伊曲康唑胶囊 伏立康唑片,4-6周,75%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 前十字韧带损伤,,,无特定人群,无传染性,,外科  骨外科,核磁共振成像(...,关节囊损伤 无力,骨折,支持性治疗 康复治疗,消炎镇痛膏 舒筋活血片,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 丘疹紫癜性手...,,,无特定人群,无传染性,,皮肤性病科  皮肤科,血常规,丘疹 水肿,消化道出血,药物治疗 支持性治疗,甲硝唑凝胶 复方珍珠解毒口服液,10-30天,30%,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,,,,,
 浅部急性淋巴...,,,无特定人群,无传染性,,皮肤性病科  皮肤科,白细胞分类计数,淋巴结肿大 食欲不振,菌血症,药物治疗 康复治疗,头孢氨苄胶囊 盐酸左氧氟沙星胶囊,2-4周,85%,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,,,,,
 前庭大腺囊肿,,,女性,无传染性,,妇产科  妇科,阴道活检,囊肿 胀感,脓肿,药物治疗 支持性治疗,高锰酸钾外用片 头孢泊肟酯片,7-10天,95%,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,,,,,
 前纵韧带骨化症,,,无特定人群,无传染性,,外科  骨外科,CT检查,韧带骨化 咽部异物感,颈椎病,支持性治疗 康复治疗,骨刺片 氨糖美辛肠溶片,1-3个月,70%,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 8000元）,,,,,
 漆疮,,,无特定人群,无传染性,,中医科  中医综合,血常规,便秘 瘙痒,湿疹,药物治疗 支持性治疗,氯雷他定糖浆 氯雷他定片,2--4周,30%,根据不同医院，收费标准不一致，市三甲医院约（100 —— 500元）,,,,,
 丘脑下部损伤,,,无特定人群,无传染性,,外科  神经外科,位置觉,昏睡 低血压,脑挫裂伤 脑干损伤,药物治疗 康复治疗,,1-3个月,75%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,,,,,
 氰化物中毒,,,无特定人群,无传染性,,急诊科,胸部平片,昏迷 恶心,脑水肿 呼吸衰竭,药物治疗 支持性治疗,布美他尼片 十一味金色丸,根据不同病情一般2-3个月,40%,根据不同病情，不同医院，收费标准不一致，市三甲医院约（2000——10000元）,,,,,
 曲霉菌病,,,无特定人群,无传染性,,皮肤性病科  皮肤科,胸部平片,高热 咯血,支气管扩张 大咯血,药物治疗 支持治疗,伊曲康唑胶囊 伏立康唑片,2-4周,85%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）,,,,,
 气瘤,,,无特定人群,无传染性,,中医科  中医综合,血常规,皮肤粘膜色素斑 水肿,水肿 色素斑,药物治疗 支持治疗 手术治疗,注射用盐酸平阳霉素 强力康颗粒,2-4月,80%,根据不同医院，收费标准不一致，市三甲医院约（500——3000元）,,,,,
 丘疹性血管增生,,,无特定人群,无传染性,,外科  普外科,真菌组织病理学,丘疹 血管增生,,药物治疗 支持性治疗,甲硝唑凝胶 复方珍珠解毒口服液,3个月,60%,根据不同医院，收费标准不一致，市三甲医院约1000--2000,,,,,
 慢性肾性贫血,,,无特殊人群,无传染性,,内科  血液科,红细胞生成素,出血倾向 乏力,贫血 肾功能衰竭,药物治疗 支持性治疗...,参茸卫生丸 当归片,30天,75%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 毛滴虫病,,,女性,性接触传播,,皮肤性病科  性病科,阴道分泌物检查,发炎 急性阴道感染,尿道炎 膀胱炎,药物治疗 支持性治疗,植物萃取抑菌剂,6-8周,85%,根据不同医院，收费标准不一致，市三甲医院约（800——2000元）,,,,,
 目?病,,,多见于小儿,无传染性,,五官科  眼科,眼科检查,眨眼不止 眼睛痒,,药物治疗 支持性治疗,玻璃酸钠滴眼液 重组人表皮生长因子衍生物滴眼液,3-5个月,90%,根据不同医院，收费标准不一致，市三甲医院约(5000——10000元),,,,,
 泌尿生殖系损伤,,,无特殊人群,无传染性,,外科  泌尿外科,静脉肾盂造影（...,腹部肿块 尿瘘,失血性休克 尿潴留,手术治疗 药物治疗...,盐酸黄酮哌酯片,21天,98%,根据不同医院，收费标准不一致，市三甲医院约(5000---10000元),,,,,
 毛根鞘癌,,,好发于50岁以上中老年人,无传染性,,肿瘤科  肿瘤外科,细胞组织化学染色,结节 眉毛变白,鳞状细胞癌,药物治疗 支持性治疗...,麦迪霉素片 阿莫西林胶囊,1-2个月,外科手术治愈率约为40-50%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）,,,,,
 毛母质瘤,,,无特殊人群,无传染性,,肿瘤科  肿瘤外科,皮损,结节 皮肤粘连,肺炎性假瘤,手术治疗 药物治疗...,固肾生发丸 滋补生发片,3-6周,95%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 青春期功能失...,,,女性,无传染性,,妇产科  妇科,宫腔镜,气短 水肿,贫血 多囊卵巢综合征,药物治疗 支持性治疗,黄体酮胶囊 地屈孕酮片,7-14天,78%,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 8000元）,,,,,
 毛囊角化病,,,8～16岁发病,无传染性,,皮肤性病科  皮肤科,胸部平片,肺纤维化 骨囊肿,灰指甲 肿胀,药物治疗 支持性治疗,维A酸乳膏 参皇乳膏,6-12个月,目前尚无满意疗法，多以对症治疗为主。,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 麻痹性睑外翻,,,多见于成人,无传染性,,五官科  眼科,神经系统检查,角膜溃疡 畏光,视神经炎,手术治疗,,7-30天,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——10000元）,,,,,
 钱币状掌跖角化病,,,无特定人群,无传染性,,皮肤性病科  皮肤科,皮损,手掌和足底角化伴多汗 掌跖角化过度,弥漫性掌跖角化病,药物治疗 支持性治疗,维A酸乳膏 维生素A软胶囊,7--21天,85%,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,,,,,
 慢性粒单核细...,,,60岁以后,无传染性,,内科  血液科,肝脏疾病超声诊断,低热 乏力,支气管炎 多重肺部感染,药物治疗 支持性治疗,硫唑嘌呤片 消癌平片,1-6个月,10%,根据不同医院，收费标准不一致，市三甲医院约（10000——100000元）,,,,,
 毛囊漏斗肿瘤,,,无特殊人群,无传染性,,肿瘤科  肿瘤外科,浆膜腔积液病原体,丘疹 瘙痒,肿胀,手术治疗 药物治疗...,甲硝唑凝胶 复方珍珠解毒口服液,3-6月,45%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 毛孢子菌病,,,无特殊人群,接触传染,,内科  血液科,脑脊液细菌培养,恶心 腹膜炎,肺炎,药物治疗 支持性治疗,乳酸左氧氟沙星片 阿奇霉素片,3-6个月,70-80%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 猫抓病,,,无特殊人群,血液传播,,传染科,血常规,斑丘疹 多发性神经炎,骨髓炎 关节炎,中医治疗 支持性治疗...,诺氟沙星胶囊,1-3年,65%-75%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 梅杰综合症,,,中老年女性,无传染性,,外科  普外科,核磁共振成像(...,复视 呼吸困难,吞咽困难 肌肉萎缩,病因治疗 对症治疗 康复治疗,腺苷钴胺片 注射用腺苷钴胺,需要长期治疗,0.15%,根据不同医院，收费标准不一致，市三甲医院约（2000——10000元）,,,,,
 慢性自身免疫...,,,多见于中年女性,无传染性,,内科  内分泌科,过氯酸钾释放试验,毒血症 甲状腺肿,甲状腺癌 淋巴瘤,药物治疗 支持性治疗...,甲巯咪唑片 甲泼尼龙片,2-4周,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 慢性阿米巴病肠炎,,,无特发人群,口传播,,传染科,粪便寄生虫,腹痛 腹泻,阑尾炎 溃疡性结肠炎,药物治疗,红霉素肠溶胶囊 塞克硝唑胶囊,2周左右,99.50%,根据不同医院，收费标准不一致，市三甲医院约（500——3000元）,,,,,
 慢性阿米巴性痢疾,,,无特发人群,口传播,,传染科,粪便寄生虫,里急后重 腹泻与便秘交替,阿米巴肝脓肿,药物治疗,红霉素肠溶胶囊 塞克硝唑胶囊,2周左右,99.50%,根据不同医院，收费标准不一致，市三甲医院约（500——3000元）,,,,,
 盲肠阿米巴肉芽肿,,,多见于青壮年,消化道传播,,外科  普外科,阿米巴原虫抗原和抗体,持续性发热 右下腹痛,急性肠梗阻,手术治疗 药物治疗...,红霉素肠溶胶囊 塞克硝唑胶囊,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 慢性阻塞性肺疾病,,,无特殊人群,无传染性,,内科  呼吸内科,支气管舒张试验,喘息 肺动脉瓣狭窄杂音,慢性呼吸衰竭 自发性气胸,药物治疗 支持性治疗,噻托溴铵粉雾剂 盐酸丙卡特罗片,需要终身治疗,需要终身治疗，目前不能治愈,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 盲肠扭转,,,多见于40岁以下的年轻人,无传染性,,外科  普外科,胃肠道疾病的超声检查,便秘 肠鸣,腹膜炎,药物治疗 康复治疗 手术治疗,盐酸消旋山莨菪碱氯化钠注射液 阿托品异丙嗪注射液,2-4月,85%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 慢性纵隔炎,,,无特殊人群,无传染性,,内科  呼吸内科,血管造影,发绀 肝静脉回流障碍,肺动脉高压,药物治疗 支持性治疗...,平消片 强力康颗粒,3-6个月,60-70%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 盲肠旁疝,,,无特殊人群,无传染性,,外科  普外科,腹部平片,恶心与呕吐 腹痛,肠梗阻 腹痛,手术治疗 药物治疗...,小儿暖脐膏 十香暖脐膏,2-4个月,外科手术治愈率约65%,根据不同医院，收费标准不一致，市三甲医院约(10000——30000元),,,,,
 毛囊皮脂腺囊...,,,无特殊人群,无传染性,,肿瘤科  肿瘤外科,腹部皮肤检查,丘疹,脓毒症,手术治疗 药物治疗...,,4周,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 毛囊脓疱病,,,无特殊人群,无传染性,,皮肤性病科  皮肤科,血常规,瘙痒 发烧,肾小球肾炎,药物治疗 康复治疗,丙酸氯倍他索乳膏 盐酸左氧氟沙星胶囊,2-4周,60%,医院不同，收费标准不同。市级三甲医院需要约（500——1000元）,,,,,
 脉管畸形,,,无特殊人群,无传染性,,外科  普外科,多普勒超声心动图,伴皮膜粘膜出血 持续性疼痛,面瘫 瘫痪,药物治疗 支持性治疗,注射用盐酸平阳霉素 鱼肝油酸钠注射液,1-3个月,60%,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,,,,,
 毛圆线虫病,,,无特殊人群,消化道传播,,传染科,涂片,腹泻 腹痛,骨质疏松 贫血,药物治疗 支持性治疗,阿苯达唑片 盐酸左旋咪唑片,1-2个月,40%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）,,,,,
 目病,,,多见于小儿,无传染性,,中医科  中医综合,眼底镜检查法,眼睑下垂 眼睛发红,产后目病,药物治疗 支持治疗,苄达赖氨酸滴眼液 调元大补二十五味汤散,2-4周,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）,,,,,
 梅毒性骨软骨炎,,,婴幼儿,性接触传播、血液传播,,外科  骨外科,血清学反应,黏膜损害 肌肉萎缩,骨折,药物治疗 支持性治疗,依托红霉素片 罗红霉素分散片,30天,60%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 毛细血管扩张...,,,婴幼儿,无传染性,,内科  神经内科,血常规,肌肉萎缩 构音障碍,眼球震颤 斜视,药物治疗 支持性治疗,参志胶囊 宁心益智胶囊,1-2个月,30%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 毛细血管或静...,,,无特殊人群,无传染性,,外科  普外科,血管造影,结节 红晕,静脉血栓形成,手术治疗,地奥司明片 脉络舒通颗粒,2-4周,30--50%,根据不同医院，收费标准不一致，市三甲医院约5000--40000元,,,,,
 面游风,,,多见于青壮年或婴儿,无传染性,,中医科  中医综合,面容表情,结痂 鳞屑,红斑 瘙痒症,药物治疗 支持性治疗,肝素钠乳膏 肤痒颗粒,7-21天,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
